price,year,mileage,brand,fuel,transmission,engine_size,owners
472363,2017,62347,Kia,Electric,Manual,2.0,2
100000,1995,91495,Toyota,Petrol,Manual,2.5,1
100036,2008,90410,Hyundai,Diesel,Automatic,1.4,4
100000,1999,88175,Nissan,Diesel,Automatic,2.2,3
228697,2015,102603,Toyota,Electric,Manual,2.2,2
605927,2020,67161,Honda,Diesel,Manual,2.5,4
100000,2008,90253,Nissan,Petrol,Manual,1.4,2
100000,1998,233799,Mercedes,Petrol,Automatic,1.8,5
429520,2016,61240,Audi,Electric,Manual,2.0,3
349111,2017,60579,Honda,Hybrid,Automatic,1.8,1
345972,2019,209756,Nissan,Diesel,Automatic,1.6,2
100000,1995,100807,Mercedes,Hybrid,Manual,1.8,1
374538,2016,91787,Ford,Petrol,Automatic,1.6,1
367794,2017,35965,Volkswagen,Diesel,Manual,1.4,2
155784,2013,111892,Toyota,Petrol,Automatic,2.5,1
100000,2002,47235,Mercedes,Diesel,Automatic,1.6,4
100000,2009,82738,Ford,Petrol,Automatic,2.2,1
298175,2015,71405,Honda,Petrol,Manual,2.5,1
119565,2009,95788,Ford,Diesel,Manual,2.5,4
100000,2003,92660,Nissan,Diesel,Automatic,3.0,1
212244,2015,48984,BMW,Electric,Automatic,2.5,1
100000,2003,103891,Honda,Diesel,Automatic,3.0,2
100000,2004,69654,Honda,Petrol,Manual,1.6,1
219695,2014,111932,Ford,Petrol,Automatic,2.2,1
557168,2019,84819,Honda,Hybrid,Automatic,2.2,2
275299,2015,164984,Audi,Diesel,Automatic,1.8,1
597431,2020,92711,Honda,Diesel,Manual,2.5,3
100000,2003,58157,Toyota,Petrol,Automatic,2.5,1
100000,1997,106946,Hyundai,Petrol,Automatic,2.0,1
194354,2014,60287,Nissan,Hybrid,Manual,2.5,3
369056,2019,154702,BMW,Petrol,Manual,1.8,3
420258,2020,152542,Honda,Petrol,Automatic,3.0,1
100000,2005,106573,BMW,Petrol,Automatic,3.0,1
100000,2000,65329,Honda,Diesel,Automatic,3.0,2
100000,1996,74996,Mercedes,Petrol,Automatic,1.8,2
100000,2001,47012,Volkswagen,Diesel,Manual,3.0,1
154183,2012,46703,Audi,Electric,Automatic,2.2,1
612195,2021,66406,Honda,Petrol,Automatic,2.0,4
100000,1996,235148,BMW,Petrol,Automatic,2.2,4
935221,2021,73814,Hyundai,Petrol,Automatic,2.5,1
126019,2011,24567,Volkswagen,Petrol,Automatic,2.0,1
100000,2005,64625,Volkswagen,Petrol,Manual,1.6,2
565216,2021,153347,BMW,Petrol,Automatic,3.0,1
100000,2006,126869,Toyota,Petrol,Manual,2.2,1
684528,2021,134858,Volkswagen,Petrol,Manual,1.8,1
134494,2013,157625,Audi,Diesel,Automatic,2.2,1
208889,2016,110692,Hyundai,Hybrid,Automatic,1.4,1
344223,2018,102853,Mercedes,Petrol,Automatic,1.4,2
526892,2019,8029,Hyundai,Diesel,Manual,1.4,2
100000,2001,60811,Nissan,Petrol,Manual,1.8,4
160439,2014,165569,Hyundai,Petrol,Manual,1.8,3
100000,2000,90753,Kia,Petrol,Manual,3.0,2
347167,2015,44361,Toyota,Diesel,Automatic,1.4,1
352141,2018,121195,Ford,Petrol,Automatic,2.5,3
100000,1995,113513,Audi,Petrol,Automatic,3.0,1
122718,2011,71429,BMW,Diesel,Manual,1.8,2
1330858,2023,55985,Hyundai,Petrol,Manual,2.5,1
100000,2005,76263,Nissan,Petrol,Automatic,1.8,2
384572,2016,88651,Toyota,Diesel,Automatic,1.8,4
549736,2020,107150,Mercedes,Petrol,Manual,1.4,1
1069001,2022,81774,BMW,Petrol,Automatic,1.6,1
166878,2012,63002,Toyota,Petrol,Automatic,2.5,1
204408,2015,105171,Nissan,Diesel,Automatic,2.5,2
128881,2011,123526,Audi,Petrol,Automatic,3.0,3
100000,2001,77899,Nissan,Diesel,Manual,1.6,1
145144,2011,100300,Ford,Diesel,Automatic,2.0,1
236408,2014,55968,Mercedes,Hybrid,Automatic,2.2,2
100000,2003,125442,Audi,Petrol,Automatic,1.6,1
159329,2011,67594,BMW,Diesel,Automatic,2.0,5
268354,2014,108896,Nissan,Petrol,Automatic,1.6,2
264818,2016,225535,Nissan,Diesel,Automatic,1.4,1
260545,2016,168932,Audi,Diesel,Automatic,3.0,5
604547,2022,81310,Volkswagen,Petrol,Manual,2.0,2
747370,2023,88153,Honda,Diesel,Automatic,1.4,2
100000,2002,7602,Volkswagen,Diesel,Automatic,1.4,1
105441,2011,240948,Volkswagen,Petrol,Manual,2.0,1
100000,2001,121124,Honda,Diesel,Automatic,2.5,1
100000,1995,51888,Ford,Diesel,Automatic,2.5,3
100000,2007,123623,Ford,Diesel,Manual,2.0,3
520012,2017,33275,Toyota,Petrol,Automatic,1.6,1
207966,2013,80132,Toyota,Hybrid,Automatic,1.6,3
933947,2021,47801,Nissan,Diesel,Automatic,2.2,1
360794,2018,65152,Audi,Petrol,Manual,3.0,1
173750,2013,149370,Kia,Diesel,Automatic,3.0,1
1541196,2023,17011,Kia,Petrol,Automatic,1.6,2
123007,2011,53849,Toyota,Petrol,Automatic,2.5,3
100000,2007,61467,Volkswagen,Diesel,Automatic,2.0,2
798973,2023,117871,Audi,Hybrid,Automatic,1.6,2
124762,2010,128572,BMW,Diesel,Automatic,2.0,1
100000,2002,58424,Ford,Petrol,Automatic,3.0,2
250616,2013,76429,Kia,Petrol,Automatic,2.2,2
199169,2012,62846,Nissan,Electric,Manual,2.0,1
100000,1995,200674,Mercedes,Hybrid,Manual,2.2,5
100000,2008,75338,Hyundai,Hybrid,Manual,3.0,1
182659,2013,159932,BMW,Petrol,Manual,2.2,2
116067,2009,21594,BMW,Diesel,Manual,3.0,2
209575,2012,38460,Audi,Diesel,Automatic,2.2,4
100000,1996,110471,Audi,Petrol,Automatic,1.4,2
356395,2016,115920,Ford,Petrol,Manual,2.5,2
895539,2022,50462,Honda,Diesel,Automatic,3.0,2
134172,2011,175314,Kia,Petrol,Automatic,1.8,4
167224,2012,120246,Honda,Petrol,Automatic,2.5,3
100000,2000,66318,Kia,Petrol,Automatic,2.0,1
238732,2013,32198,Hyundai,Petrol,Manual,2.5,5
100000,1998,96741,Nissan,Petrol,Automatic,3.0,3
100000,1995,61086,Volkswagen,Petrol,Manual,3.0,1
100000,2002,187592,Mercedes,Petrol,Automatic,1.6,1
1003115,2023,160414,Ford,Diesel,Manual,1.8,4
229294,2017,197030,Honda,Petrol,Automatic,2.5,2
100000,2001,119568,Hyundai,Petrol,Automatic,1.8,1
100000,1997,108021,Honda,Petrol,Automatic,2.5,1
100000,2004,98468,Hyundai,Diesel,Automatic,3.0,1
100000,2004,53923,Mercedes,Petrol,Automatic,3.0,1
189832,2013,136001,Kia,Petrol,Manual,1.4,4
106674,2008,41997,BMW,Petrol,Automatic,2.0,1
100000,1996,110930,Hyundai,Hybrid,Manual,3.0,2
994289,2022,53691,Volkswagen,Diesel,Automatic,2.0,1
100000,1995,20052,Hyundai,Petrol,Automatic,1.6,2
452245,2017,31827,Mercedes,Diesel,Automatic,1.4,1
487048,2017,55299,Honda,Petrol,Automatic,2.5,1
604806,2022,124323,Volkswagen,Petrol,Automatic,2.5,3
230033,2012,21782,Ford,Petrol,Manual,2.5,3
100000,2001,95288,Nissan,Petrol,Manual,2.5,1
1051139,2023,106153,Nissan,Diesel,Manual,1.8,2
100000,2002,141322,Nissan,Petrol,Manual,2.5,1
100000,1995,150625,Nissan,Diesel,Manual,2.0,1
442051,2019,114640,Honda,Petrol,Automatic,1.4,2
340882,2017,158443,Ford,Petrol,Automatic,2.2,2
100000,1997,91884,BMW,Diesel,Automatic,2.0,1
368270,2018,109108,Nissan,Hybrid,Automatic,2.5,4
407741,2017,79179,Volkswagen,Petrol,Automatic,1.8,2
853985,2021,86636,Nissan,Petrol,Automatic,2.2,1
779754,2023,62142,Toyota,Diesel,Automatic,3.0,3
100000,2002,98622,Audi,Diesel,Manual,2.2,1
215101,2016,121625,Audi,Petrol,Automatic,2.5,1
555798,2019,62413,Hyundai,Petrol,Automatic,2.2,1
111544,2009,65500,Honda,Diesel,Automatic,2.5,1
100000,1999,58864,Honda,Petrol,Automatic,1.8,1
100000,1997,8532,Toyota,Petrol,Manual,1.4,1
130081,2013,213360,Ford,Petrol,Manual,2.0,3
100000,1995,92602,Volkswagen,Diesel,Manual,1.4,1
1154612,2022,18731,Hyundai,Diesel,Automatic,2.5,2
132745,2009,26843,Volkswagen,Petrol,Manual,1.8,4
100000,2002,134469,Kia,Petrol,Manual,1.6,2
100000,1996,111485,Hyundai,Diesel,Manual,2.5,2
100000,1997,32411,Hyundai,Diesel,Manual,2.0,4
377612,2018,32569,Honda,Petrol,Manual,2.0,1
100000,2008,146931,Toyota,Petrol,Automatic,3.0,1
509242,2018,57728,Audi,Diesel,Manual,2.5,3
104714,2008,103774,Volkswagen,Petrol,Automatic,1.6,1
100000,2005,255041,Audi,Petrol,Automatic,3.0,2
132950,2010,126336,Volkswagen,Diesel,Automatic,2.2,1
100000,1998,36278,Hyundai,Diesel,Manual,2.0,5
253926,2014,35699,Honda,Diesel,Automatic,3.0,1
100000,1999,46702,Toyota,Petrol,Manual,2.0,2
258530,2016,85521,Nissan,Electric,Automatic,3.0,1
189925,2015,162846,Hyundai,Petrol,Automatic,3.0,5
100000,2008,101076,Hyundai,Petrol,Manual,2.5,1
280393,2017,94168,Hyundai,Petrol,Manual,2.0,4
100000,2010,130835,Nissan,Petrol,Automatic,1.8,2
146627,2012,84188,Volkswagen,Petrol,Automatic,1.6,2
100000,2001,108767,Honda,Petrol,Automatic,3.0,3
100000,2004,120403,BMW,Petrol,Automatic,2.0,1
100000,2001,127926,Kia,Petrol,Automatic,3.0,2
100000,1995,108160,Hyundai,Diesel,Manual,2.5,1
368074,2017,22105,BMW,Hybrid,Automatic,1.6,1
339230,2015,66855,Hyundai,Petrol,Automatic,2.2,4
126160,2013,132676,Nissan,Electric,Automatic,2.0,5
112252,2010,171852,Audi,Hybrid,Manual,1.4,5
990411,2023,99922,Kia,Petrol,Automatic,2.5,3
175140,2013,111599,Toyota,Hybrid,Manual,1.4,4
100000,1998,110511,Audi,Petrol,Automatic,2.5,4
1023597,2023,47460,BMW,Diesel,Manual,1.4,1
596477,2022,114756,Ford,Hybrid,Automatic,1.4,1
234477,2012,17882,Mercedes,Diesel,Automatic,2.5,1
100000,1996,90634,Nissan,Petrol,Manual,1.8,1
100000,1995,82294,Hyundai,Diesel,Automatic,2.5,3
100000,2009,233769,Nissan,Petrol,Manual,2.2,4
100000,1999,29049,Audi,Petrol,Manual,2.0,1
237837,2014,67791,Toyota,Petrol,Automatic,2.2,1
100000,2005,59229,Audi,Petrol,Automatic,2.5,1
100000,2004,102144,Volkswagen,Diesel,Automatic,1.4,3
100000,1996,38371,Audi,Diesel,Automatic,2.5,4
100000,1997,80814,Ford,Hybrid,Automatic,2.2,2
257403,2017,171175,Kia,Petrol,Automatic,2.2,1
377829,2017,86497,Nissan,Diesel,Manual,1.8,2
100000,2006,57538,Nissan,Diesel,Automatic,2.5,1
340120,2014,30719,BMW,Petrol,Automatic,3.0,3
100000,1999,162297,Mercedes,Petrol,Manual,3.0,2
100000,1999,65106,Mercedes,Petrol,Manual,1.4,5
100000,2000,159504,Ford,Electric,Automatic,1.6,4
100000,2003,68037,Honda,Hybrid,Automatic,2.2,2
100000,1996,198731,Hyundai,Diesel,Manual,2.5,2
249984,2015,110406,Volkswagen,Petrol,Automatic,3.0,1
100000,2006,73097,Mercedes,Petrol,Automatic,2.2,1
100000,1997,83842,Toyota,Hybrid,Manual,1.4,4
255934,2014,44275,Nissan,Petrol,Automatic,3.0,1
593032,2020,106590,Toyota,Petrol,Automatic,1.8,2
332053,2016,143254,Hyundai,Petrol,Automatic,2.5,3
100000,2006,68199,BMW,Hybrid,Automatic,2.0,2
358486,2018,207521,BMW,Petrol,Manual,1.4,4
100000,2011,190731,Kia,Petrol,Manual,3.0,1
100000,2004,34777,Honda,Diesel,Automatic,2.5,2
523293,2018,105428,Mercedes,Petrol,Manual,2.0,1
644456,2021,77900,Audi,Hybrid,Automatic,1.6,3
100000,2008,125116,Audi,Petrol,Automatic,3.0,2
312852,2017,84921,Nissan,Hybrid,Automatic,2.0,2
110870,2011,103232,Ford,Diesel,Automatic,2.2,1
154850,2012,152012,Nissan,Diesel,Automatic,1.8,4
135198,2013,104585,Audi,Hybrid,Manual,3.0,2
100000,2011,138126,Nissan,Petrol,Manual,2.5,1
100000,2008,73521,Nissan,Petrol,Manual,2.5,3
100000,2003,125233,Mercedes,Petrol,Automatic,1.6,4
100000,2002,31286,Hyundai,Petrol,Automatic,1.8,1
100000,1996,149982,BMW,Diesel,Manual,2.5,2
100000,2007,41352,Nissan,Petrol,Automatic,3.0,2
407008,2019,73364,Nissan,Petrol,Automatic,1.8,2
100000,2001,103054,Ford,Petrol,Automatic,2.5,2
100000,2003,114898,Audi,Diesel,Automatic,2.0,1
230866,2016,161693,Nissan,Petrol,Automatic,3.0,2
334430,2016,115724,Kia,Diesel,Automatic,2.5,5
100000,2005,114638,Hyundai,Petrol,Manual,1.8,1
111352,2008,58773,Nissan,Diesel,Manual,3.0,2
100000,1998,98031,Hyundai,Diesel,Automatic,1.6,4
362669,2020,297410,Ford,Petrol,Manual,3.0,1
612459,2020,134963,Toyota,Diesel,Automatic,1.8,3
1200011,2023,63947,Ford,Diesel,Automatic,1.6,1
100000,2007,37636,Ford,Diesel,Manual,2.2,1
100000,1996,35587,Audi,Petrol,Manual,2.5,2
338260,2017,76850,Ford,Petrol,Automatic,2.2,3
100000,1999,130350,Honda,Hybrid,Automatic,3.0,1
100000,2005,110713,Kia,Diesel,Manual,2.0,1
100000,2000,23124,Audi,Petrol,Automatic,1.4,2
139333,2012,223135,Mercedes,Hybrid,Automatic,2.5,1
372590,2015,57849,Ford,Hybrid,Automatic,3.0,1
100000,2004,32093,Volkswagen,Petrol,Automatic,2.2,3
100000,1998,103007,Volkswagen,Petrol,Automatic,2.5,2
100000,2003,92040,BMW,Petrol,Automatic,1.4,4
100000,2000,53802,Nissan,Hybrid,Automatic,1.6,1
100000,1996,130942,Honda,Petrol,Automatic,3.0,1
132411,2011,89723,Honda,Petrol,Automatic,2.5,2
100000,1999,80578,Hyundai,Diesel,Manual,1.4,5
345400,2019,133439,BMW,Petrol,Manual,1.8,2
100000,2000,45319,Volkswagen,Petrol,Automatic,3.0,1
576465,2020,23169,Ford,Petrol,Manual,1.6,4
100000,2006,87439,Kia,Petrol,Automatic,1.8,2
193486,2017,203698,Nissan,Petrol,Automatic,1.4,1
220498,2015,156435,Kia,Petrol,Automatic,1.8,4
100000,2004,25596,Volkswagen,Diesel,Automatic,1.6,1
422828,2016,32700,Volkswagen,Petrol,Automatic,2.5,4
219127,2015,119871,Toyota,Diesel,Automatic,1.8,2
707211,2021,105743,Nissan,Diesel,Automatic,1.4,2
435168,2019,185450,Hyundai,Petrol,Automatic,1.8,1
100000,2000,16317,Honda,Petrol,Manual,1.8,1
694895,2021,51729,Hyundai,Petrol,Automatic,2.0,1
100000,2002,90537,Honda,Petrol,Automatic,1.6,1
100000,1996,84019,Toyota,Diesel,Manual,2.0,1
100000,2006,95319,Hyundai,Diesel,Automatic,3.0,1
100000,2007,109227,BMW,Diesel,Manual,1.4,2
466570,2019,35741,Nissan,Diesel,Automatic,2.2,2
203870,2015,107733,Audi,Petrol,Automatic,1.4,1
100000,2001,120129,Nissan,Petrol,Manual,1.4,2
100000,2004,27344,Nissan,Petrol,Manual,1.4,1
100000,2007,137334,Toyota,Petrol,Automatic,3.0,4
155283,2011,75477,Kia,Petrol,Manual,1.4,1
416505,2020,128661,Volkswagen,Petrol,Automatic,2.0,3
180458,2015,180038,Mercedes,Petrol,Automatic,1.4,1
515377,2022,221571,Audi,Petrol,Manual,1.8,2
359871,2020,219800,Ford,Petrol,Manual,3.0,4
113929,2008,58360,Kia,Petrol,Automatic,1.4,4
100000,1996,54507,Honda,Petrol,Automatic,2.2,3
878967,2022,112783,Nissan,Petrol,Automatic,1.6,3
212663,2016,160471,Toyota,Petrol,Manual,2.0,3
100000,2005,211850,Toyota,Petrol,Manual,2.0,3
100000,1995,197265,Nissan,Petrol,Manual,2.0,4
268206,2013,13541,Honda,Petrol,Automatic,2.0,1
160623,2015,225515,Audi,Petrol,Automatic,1.4,2
100000,1998,43417,Audi,Hybrid,Manual,2.2,2
240427,2013,53766,Kia,Petrol,Manual,2.5,1
754678,2020,95372,Nissan,Hybrid,Automatic,3.0,2
827585,2023,68482,BMW,Petrol,Automatic,3.0,1
171794,2015,133301,Hyundai,Petrol,Manual,3.0,2
100000,2005,80305,BMW,Diesel,Manual,1.4,1
100000,2002,73981,Ford,Diesel,Automatic,1.6,2
100000,2005,123940,BMW,Petrol,Automatic,1.6,2
100000,1998,170998,Toyota,Petrol,Automatic,1.4,1
125991,2011,139010,Kia,Diesel,Automatic,1.4,2
614670,2021,90978,Mercedes,Petrol,Automatic,1.4,2
100000,2001,130831,Volkswagen,Petrol,Manual,2.2,2
100000,2002,155117,Ford,Hybrid,Automatic,2.0,2
100000,1997,90899,Mercedes,Petrol,Automatic,3.0,1
275852,2016,61108,Nissan,Petrol,Manual,1.6,1
100000,1996,89105,BMW,Petrol,Automatic,1.6,5
460029,2017,47707,Volkswagen,Petrol,Manual,2.0,2
100000,2009,97101,Mercedes,Diesel,Automatic,2.5,2
370379,2018,156500,Honda,Petrol,Automatic,3.0,1
261429,2016,93900,Ford,Petrol,Automatic,3.0,2
282850,2016,155691,Hyundai,Petrol,Automatic,2.0,5
100000,1999,171979,Ford,Petrol,Automatic,1.6,1
392515,2018,178202,Volkswagen,Hybrid,Automatic,3.0,1
100000,1995,114887,Mercedes,Petrol,Automatic,3.0,1
465561,2020,186490,Volkswagen,Petrol,Manual,1.6,4
100000,1998,60092,Nissan,Petrol,Manual,2.2,2
100000,2009,68115,Kia,Petrol,Manual,1.6,3
260175,2014,62708,Volkswagen,Hybrid,Automatic,1.4,4
278777,2013,26338,Audi,Petrol,Manual,3.0,3
100000,1997,142196,Toyota,Diesel,Automatic,1.4,1
259242,2014,34383,BMW,Petrol,Automatic,2.0,1
100000,2005,39324,Hyundai,Diesel,Automatic,2.0,1
119785,2011,38218,Toyota,Diesel,Automatic,1.4,2
722575,2021,57252,Audi,Petrol,Automatic,2.0,3
100000,2007,43645,Honda,Petrol,Automatic,1.4,3
100000,2005,165015,Kia,Petrol,Automatic,2.2,1
100000,1996,22929,Hyundai,Petrol,Manual,2.0,1
100000,2003,41474,Kia,Petrol,Automatic,1.8,4
527364,2020,64973,Kia,Hybrid,Manual,2.5,2
100000,1996,57322,Honda,Petrol,Manual,1.6,3
288702,2015,51287,Honda,Diesel,Automatic,1.4,1
100000,2003,70894,Kia,Petrol,Automatic,2.5,2
100000,2003,172231,Honda,Petrol,Manual,1.6,1
100000,2002,110239,BMW,Diesel,Automatic,1.6,2
156443,2011,19606,Honda,Hybrid,Automatic,2.0,2
100000,1995,107148,Toyota,Petrol,Automatic,1.6,2
528500,2019,112521,Nissan,Petrol,Manual,1.8,4
859866,2023,90376,Volkswagen,Diesel,Automatic,2.0,3
100000,2005,52589,Mercedes,Diesel,Manual,2.5,5
100000,2002,88426,Ford,Diesel,Automatic,1.4,1
100000,2004,128056,Hyundai,Petrol,Automatic,1.6,2
586844,2019,53059,Mercedes,Diesel,Automatic,3.0,2
100000,2001,75576,Toyota,Petrol,Manual,1.6,1
100000,1997,42743,Kia,Petrol,Automatic,2.2,3
100000,1997,105334,Mercedes,Petrol,Manual,3.0,1
198515,2012,95762,Ford,Petrol,Manual,2.5,3
100000,1999,43989,Audi,Hybrid,Automatic,1.4,1
100000,2006,74733,Hyundai,Petrol,Manual,2.2,2
100000,2006,79382,Honda,Petrol,Manual,1.4,2
178297,2013,190647,Ford,Diesel,Automatic,1.6,2
100000,2000,157773,Volkswagen,Diesel,Automatic,3.0,1
100000,1996,73389,Honda,Petrol,Manual,1.6,2
100000,2006,15616,Mercedes,Petrol,Automatic,1.8,2
235135,2013,16667,Kia,Petrol,Manual,2.0,1
100000,1999,60422,Volkswagen,Petrol,Automatic,1.8,4
100000,2006,54254,Ford,Electric,Automatic,1.4,5
617612,2021,217447,Honda,Petrol,Manual,1.4,1
521555,2021,94300,Nissan,Diesel,Manual,1.4,3
141775,2011,123843,Kia,Petrol,Manual,2.5,3
866014,2023,56118,Kia,Diesel,Manual,3.0,4
100376,2011,80398,Kia,Petrol,Automatic,1.4,1
100000,2004,48338,Nissan,Petrol,Automatic,2.0,1
400458,2019,93592,Ford,Diesel,Automatic,1.6,1
445542,2017,107531,Toyota,Petrol,Automatic,1.8,1
100000,2011,189034,Kia,Diesel,Manual,3.0,2
100000,2009,98708,Volkswagen,Petrol,Manual,1.6,4
100000,2006,200301,Honda,Diesel,Manual,3.0,3
100000,2010,138990,Audi,Hybrid,Manual,2.5,2
378508,2018,21883,Kia,Diesel,Manual,2.2,1
160024,2013,149840,Hyundai,Petrol,Automatic,1.8,1
100000,2002,42734,Audi,Petrol,Automatic,2.5,1
146325,2015,184222,Audi,Diesel,Manual,1.4,2
124842,2011,67954,Hyundai,Hybrid,Manual,1.4,2
425610,2017,101257,Kia,Petrol,Manual,2.2,2
100000,1999,113140,Hyundai,Diesel,Manual,1.8,1
362216,2016,26934,Toyota,Petrol,Automatic,2.0,4
100000,2010,300000,Honda,Diesel,Manual,2.0,2
100000,2000,35136,Audi,Diesel,Automatic,1.4,2
100000,2002,58730,Hyundai,Diesel,Manual,1.4,3
567891,2019,113197,BMW,Diesel,Automatic,1.4,1
100000,2012,229810,BMW,Petrol,Automatic,2.5,1
424413,2019,49527,Honda,Diesel,Automatic,3.0,2
100000,2006,120434,Nissan,Petrol,Automatic,2.2,2
134001,2009,56910,Toyota,Petrol,Automatic,3.0,2
553795,2021,72311,Nissan,Hybrid,Manual,2.2,3
682337,2020,60728,Kia,Petrol,Automatic,1.6,1
100000,2003,62305,Volkswagen,Diesel,Manual,2.2,1
100000,2007,108736,Kia,Petrol,Automatic,1.8,1
538230,2020,71995,Honda,Petrol,Automatic,2.2,5
113396,2009,11496,Nissan,Petrol,Manual,1.8,3
100000,2004,124037,Mercedes,Petrol,Automatic,2.0,1
129111,2010,14793,Honda,Petrol,Automatic,3.0,1
100000,2001,137756,Nissan,Petrol,Automatic,1.6,3
103608,2011,229062,Volkswagen,Petrol,Automatic,2.2,1
448250,2017,94792,Kia,Diesel,Manual,2.0,2
668427,2020,78426,Ford,Petrol,Automatic,1.8,2
345096,2015,32196,Toyota,Hybrid,Automatic,1.6,2
367451,2016,29874,BMW,Petrol,Manual,2.0,2
549964,2020,40714,BMW,Hybrid,Automatic,1.8,3
100000,2001,94230,Audi,Diesel,Automatic,1.6,1
100000,2008,110630,Mercedes,Petrol,Automatic,1.4,1
100000,2009,149367,Mercedes,Petrol,Automatic,2.2,5
337656,2015,90818,Kia,Diesel,Automatic,1.4,3
100000,2001,143791,Toyota,Hybrid,Automatic,1.4,1
100000,2003,69451,Hyundai,Electric,Automatic,1.4,2
200569,2013,63796,Hyundai,Petrol,Manual,2.0,1
109189,2010,100189,Hyundai,Petrol,Manual,1.4,2
100000,2002,35501,Ford,Petrol,Automatic,3.0,1
185385,2012,90670,Nissan,Petrol,Manual,3.0,1
771648,2021,111657,Hyundai,Petrol,Automatic,2.5,2
321569,2017,162778,Honda,Petrol,Automatic,1.4,1
1138424,2023,25073,Hyundai,Diesel,Manual,2.0,2
234906,2012,47624,Hyundai,Diesel,Manual,2.2,5
234674,2014,116349,Ford,Petrol,Automatic,3.0,1
100000,2001,101174,BMW,Petrol,Manual,2.5,2
100000,1997,28678,Kia,Petrol,Automatic,1.6,2
172922,2012,128255,Kia,Diesel,Automatic,1.6,3
387683,2021,276382,Nissan,Hybrid,Automatic,2.2,1
100000,2004,221749,Kia,Petrol,Automatic,2.0,2
100000,2001,48208,Nissan,Petrol,Automatic,1.4,2
130094,2011,172440,Audi,Petrol,Automatic,1.6,5
100000,2008,83741,Toyota,Petrol,Manual,2.2,1
394829,2018,130229,Hyundai,Petrol,Automatic,2.2,5
100000,1997,55984,Kia,Petrol,Manual,1.4,3
100000,2006,96854,Hyundai,Petrol,Automatic,2.2,2
926345,2022,111559,Toyota,Diesel,Manual,2.0,1
100000,2007,112474,Audi,Petrol,Manual,2.0,2
100000,1996,128302,Kia,Petrol,Automatic,2.5,1
100000,1997,142043,Kia,Diesel,Manual,1.6,4
100000,1999,24547,Volkswagen,Diesel,Automatic,1.8,1
100000,2005,163986,Volkswagen,Petrol,Manual,2.2,3
100000,2002,105597,BMW,Petrol,Automatic,2.0,1
551014,2020,110114,Volkswagen,Diesel,Manual,1.4,1
292823,2017,82833,Nissan,Petrol,Automatic,1.4,3
250426,2017,102380,Mercedes,Petrol,Automatic,1.8,4
100000,2006,70818,Nissan,Petrol,Manual,1.8,1
100000,2001,72660,Mercedes,Diesel,Manual,1.8,5
100000,2009,130564,Toyota,Petrol,Manual,3.0,2
458824,2018,90819,Honda,Diesel,Automatic,1.4,1
159893,2011,113521,Kia,Petrol,Manual,2.2,2
100000,1998,102130,Honda,Petrol,Manual,2.0,1
1055273,2023,36281,Nissan,Petrol,Automatic,1.4,1
457935,2016,27228,Honda,Petrol,Automatic,2.0,2
293120,2019,268167,Kia,Petrol,Manual,1.8,1
100000,2007,54222,Ford,Petrol,Manual,2.5,1
112154,2012,125719,Honda,Petrol,Manual,1.6,1
100000,1995,84819,Volkswagen,Petrol,Automatic,2.2,2
133264,2010,94028,Kia,Petrol,Manual,2.5,4
100000,2007,273916,Audi,Diesel,Automatic,1.8,1
100000,2004,74922,Volkswagen,Diesel,Manual,1.8,1
100000,2006,34687,Ford,Petrol,Automatic,2.0,2
100000,1996,100817,Ford,Petrol,Automatic,1.4,5
299398,2017,99572,Hyundai,Petrol,Automatic,1.6,2
100000,1997,100254,Volkswagen,Diesel,Automatic,2.2,1
100000,2004,127085,Mercedes,Diesel,Manual,3.0,1
100000,1996,94529,Audi,Petrol,Automatic,1.6,1
1066442,2021,16233,Kia,Diesel,Automatic,1.8,1
417878,2017,11633,Ford,Hybrid,Manual,1.6,1
100000,2007,118413,Ford,Hybrid,Automatic,2.2,1
100000,2007,116920,Audi,Electric,Automatic,1.8,1
196088,2012,67535,Hyundai,Diesel,Automatic,2.2,1
100000,1997,33684,Mercedes,Petrol,Automatic,3.0,2
829005,2021,87740,Toyota,Petrol,Automatic,1.6,4
100000,2001,77503,Ford,Diesel,Manual,2.5,5
100000,2008,119189,Hyundai,Petrol,Automatic,3.0,1
228592,2014,47058,BMW,Petrol,Automatic,1.8,2
1006373,2023,18570,Kia,Petrol,Automatic,1.8,3
157024,2011,103405,Audi,Diesel,Manual,2.5,1
440308,2023,260081,Nissan,Petrol,Automatic,2.2,4
250027,2015,50379,BMW,Petrol,Manual,1.4,4
100000,2006,137032,BMW,Diesel,Automatic,1.8,1
442258,2019,119810,Nissan,Hybrid,Automatic,2.2,3
120920,2010,43368,Mercedes,Petrol,Automatic,2.2,2
466748,2018,105517,Volkswagen,Diesel,Automatic,2.2,1
100000,2006,96495,Volkswagen,Petrol,Automatic,1.4,1
100000,2009,77645,Nissan,Petrol,Automatic,2.5,1
445363,2019,121063,Volkswagen,Petrol,Manual,2.5,4
100000,2004,33056,Mercedes,Diesel,Automatic,2.0,4
699922,2019,15746,Kia,Hybrid,Automatic,2.5,1
100000,2001,97077,Honda,Diesel,Manual,3.0,3
167010,2014,107041,Hyundai,Petrol,Manual,1.8,1
100000,1999,93211,Nissan,Diesel,Automatic,1.6,3
100000,1995,155086,Hyundai,Petrol,Manual,2.2,3
151578,2011,105911,Ford,Petrol,Manual,1.6,1
